month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202301,34500,"Mount Vernon, IL",710,171250,0.1048,-0.0738,40,-0.1222,-0.0595,95,-0.0801,0.4142,22,0.1,0.375,0,,,8,0,1,28,0.1,-0.1667,99,0.1569,0.1376,1709,0.0551,0.1128,203781,0.0864,-0.0214,67,-0.0362,-0.1133,0.6962,0.1406,-0.0895,0
202301,44940,"Sumter, SC",319,284573,0.0348,0.1387,396,-0.0075,1.3571,71,0.0758,0.2241,306,1.7321,1.0132,4,,-0.9091,74,0.0882,3.625,137,-0.0144,-0.4385,132,0.0004,0.1324,2039,0.0023,0.0217,286727,-0.0009,0.0727,531,-0.0148,0.2888,0.346,-0.0024,-1.1064,1
202301,37220,"Pahrump, NV",596,396500,0.0038,0.0434,229,-0.1178,0.6321,85,0.0119,0.5455,80,0.3333,0.1111,0,,-1,74,0.1563,2.0833,9,0.0625,7.5,206,-0.0038,0.0189,2021,0.0051,0.016,417115,-0.0211,-0.0096,229,-0.1158,0.6357,0.0372,0.0063,0.0301,1
202301,25500,"Harrisonburg, VA",326,347948,0.0325,0.0085,129,-0.0481,0.1789,64,-0.0154,0.0667,98,0.6333,-0.2097,0,,,36,3.5,0.8,141,-0.0662,-0.4051,186,0.0092,0.0129,1869,0.0114,0.0152,438935,0.0044,-0.0271,268,-0.0596,-0.2118,1.0973,-0.0212,-1.077,1
202301,40100,"Rio Grande City-Roma, TX",624,243850,0.0097,0.4136,72,-0.0467,0.3,124,0.1866,0.2589,12,0,0,0,,,4,0,-0.75,18,0.0294,-0.0789,120,0.0281,0.1839,1845,0.0003,0.0914,315303,0.0151,0.0473,90,-0.0165,0.2095,0.2448,0.0181,-0.1007,0
202301,18620,"Corsicana, TX",610,300888,-0.0034,0.0621,129,-0.0915,1.6875,79,-0.1051,0.472,66,1.3571,2.3,0,,,36,-0.25,3.5,48,0.2308,-0.0204,180,0.0559,0.152,1894,-0.0034,0.0032,498428,-0.0442,0.2353,176,-0.033,0.8333,0.3721,0.0974,-0.6487,1
202301,22280,"Fernley, NV",546,399950,-0.0309,-0.0475,219,-0.1275,1.0092,99,0.0761,0.5,66,0.5,-0.1316,0,-1,-1,80,0.6667,3,77,-0.0783,-0.4457,238,-0.0014,-0.0241,1753,-0.0011,0.0017,481016,0.0428,-0.0881,297,-0.1108,0.1833,0.3493,0.0186,-0.9167,0
202301,18460,"Cornelia, GA",667,399200,0.0508,0.2025,133,-0.1225,0.6987,59,0.125,-0.1875,50,-0.1667,0.1364,2,,,42,0.5,2.5,63,0.2755,-0.1987,190,0.034,0.1542,2191,0.0322,0.1189,724269,0.0957,0.4769,191,-0.045,0.2166,0.4717,0.1472,-0.5283,0
202301,17060,"Chillicothe, OH",470,242250,-0.0453,0.515,72,-0.1488,0.4896,65,0.0661,0.1416,38,0.0556,-0.2692,0,,,22,-0.3125,0.8333,40,-0.1939,-0.3525,134,-0.0328,0.2695,1624,-0.0511,0.1251,293517,-0.115,0.0216,110,-0.1729,-0.0351,0.5524,-0.0309,-0.7184,1
202301,35860,"North Vernon, IN",842,200000,-0.1919,0.1117,22,0,0,68,0.084,0.0754,16,3,0,2,,,4,0,0,16,0.3333,-0.1579,129,-0.0619,0.1233,1583,-0.1267,0.0223,265360,-0.1248,0.4144,39,0.1324,-0.061,0.7273,0.1818,-0.1364,0
202301,37780,"Pecos, TX",924,284875,0.3281,0.2949,21,-0.1458,0.4643,55,-0.1484,-0.481,10,1.5,,0,,,4,0,,7,2.25,-0.0714,176,0.4949,0.3295,1733,-0.0191,-0.0158,267499,0.0457,-0.0229,27,0.0385,0.2857,0.3171,0.2337,-0.1829,0
202301,31580,"Madisonville, KY",627,178700,-0.059,0.0837,75,-0.0741,0.5,85,0.0897,0.5741,38,2.1667,0.1875,2,,,16,0,1,38,0.027,0.0857,113,-0.012,0.0183,1693,0.0006,0.1696,236401,-0.017,0.1058,113,-0.0424,0.3452,0.5067,0.0499,-0.1933,1
202301,21020,"Elizabeth City, NC",576,349900,0.0098,0.1861,108,-0.14,-0.0046,78,-0.1063,0.5396,58,0.3182,-0.0938,0,,,28,-0.2222,0.75,87,-0.0699,0.1234,162,-0.0209,0.1265,2048,0.0226,0.0053,337971,0.0071,0.0415,190,-0.0952,0.0383,0.8047,0.0607,0.0917,1
202301,22260,"Fergus Falls, MN",504,349900,-0.0253,0.351,90,-0.2373,0.2329,108,0.2706,0.4897,32,0.6,1.6667,0,,,8,-0.5,1,43,-0.14,-0.1731,176,0.008,0.2573,1875,0.0013,-0.0609,419174,-0.0445,0.0584,135,-0.2041,0.076,0.4778,0.054,-0.2346,1
202301,46020,"Truckee-Grass Valley, CA",371,659000,0.0587,0.0993,298,-0.213,0.3106,94,0.1,0.1,80,-0.1667,-0.4286,4,0,,58,-0.3409,1.9,110,-0.1057,-0.4211,328,0.006,0.0513,2135,0.0627,0.1442,911341,0.0601,0.2805,412,-0.1776,-0.0237,0.3697,0.0444,-0.4673,0
202301,43460,"Sikeston, MO",701,122600,0.2328,-0.1799,96,-0.2558,0.4545,68,-0.2064,0.1568,32,0,0.6,0,,,18,1.25,1.25,23,0.4063,0.4063,82,0.0949,-0.0781,1326,0.0305,-0.2049,173353,0.011,0.0087,110,-0.2143,0.3415,0.2344,0.1103,-0.008,1
202301,26980,"Iowa City, IA",234,357400,0.0214,0.1585,561,0.0054,0.0331,58,-0.3256,0.16,392,2.3793,0.3067,0,,-1,52,0.4444,1.6,88,-0.0538,-0.4534,178,0.0168,0.0544,2118,0.0136,0.1336,416639,0.0085,0.1209,611,-0.024,-0.0255,0.1569,-0.0098,-0.1396,0
202301,35840,"North Port-Sarasota-Bradenton, FL",56,539750,0.0281,0.0101,4117,0.0558,2.5921,61,0.0702,0.3864,2726,0.5077,0.3233,118,0.475,0.0172,1994,0.6561,5.7365,2765,0.0659,-0.1149,306,0.0149,0.0574,1783,0.0085,-0.0067,1038639,0.0496,-0.1297,6876,0.0596,0.6027,0.6717,0.0064,-2.0543,1
202301,21780,"Evansville, IN-KY",158,259638,0.0597,0.3453,395,-0.1443,0.4887,66,0.1391,0.213,254,0.0763,-0.0231,2,,,170,0.371,0.9318,26,-0.2571,-0.3659,135,0.0403,0.2291,1960,0.0438,0.1109,308306,0.0742,0.2633,419,-0.1545,0.3632,0.0659,-0.01,-0.0888,0
202301,43620,"Sioux Falls, SD",173,350000,0.0176,0.1671,905,-0.0433,0.4075,56,0.0931,-0.0219,304,0.3103,0.1343,6,,-0.8333,66,0.1,3.125,2,0,0,196,0.0366,0.086,1667,-0.013,0.0079,404550,0.0057,0.0751,907,-0.0432,0.4062,0.0022,0.0001,-0.0009,0
202301,23060,"Fort Wayne, IN",125,291425,0.0798,0.1662,482,-0.1713,0.8809,83,0.3008,0.85,310,0.1071,-0.1576,10,0.25,-0.375,144,0,1.4,54,0.1889,-0.0776,146,0.0563,0.0887,1832,0,0.0223,325796,0.0481,0.0712,535,-0.1434,0.7131,0.1111,0.0337,-0.1155,1
202301,31980,"Marion, IN",502,79900,-0.2383,-0.0357,91,-0.1333,0.3788,75,0.2974,0.4198,42,-0.0455,-0.3,0,,,26,-0.1875,0.625,34,0.0968,-0.0286,58,-0.1851,-0.081,1454,-0.0406,0.0207,113045,-0.1801,0.0227,125,-0.0672,0.25,0.3736,0.0784,-0.1567,0
202301,27020,"Iron Mountain, MI-WI",773,189225,0.0571,0.1475,52,-0.1271,0.0729,108,0.0023,0.164,16,0.3333,-0.2,0,,,10,1.5,0.25,30,-0.0781,-0.2976,123,-0.0172,0.0357,1518,0.0038,0.1046,259025,-0.0079,-0.2888,81,-0.1196,-0.1196,0.5728,0.0304,-0.3022,0
202301,39150,"Prescott Valley-Prescott, AZ",187,622500,-0.004,0.004,947,-0.0702,1.4394,91,0.1344,0.5381,360,0.6071,0.125,10,-0.1667,-0.5,352,0.2571,2.1429,359,-0.1082,-0.3349,309,0.0069,0.0339,2034,-0.0016,-0.0026,812906,0.0114,-0.1476,1301,-0.0803,0.4044,0.3788,-0.0161,-1.0104,1
202301,16420,"Central City, KY",812,163650,-0.0752,0.0917,31,-0.1143,0,83,0.3648,0.271,8,-0.3333,-0.6667,0,,,2,-0.5,-0.75,25,0.25,0.1905,96,-0.0457,0.0879,1881,0.0101,0.0163,376714,0.0772,1.1035,57,0.0273,0.066,0.8065,0.235,0.129,0
202301,30100,"Lebanon, NH-VT",197,402450,0.0061,0.1196,383,-0.103,0.6092,90,0.0227,0.1111,166,0.431,0.1528,4,,,58,0.6111,1.9,169,-0.1447,-0.1976,222,0.0266,0.1748,1925,-0.0261,-0.0377,700151,0.025,0.168,549,-0.121,0.2243,0.4399,-0.0214,-0.4424,0
202301,23780,"Garden City, KS",763,261400,-0.0315,0.3945,47,-0.0208,0.5667,80,-0.0966,0.2231,30,1.5,0.5,0,,,4,-0.5,0,24,0.0909,-0.1724,193,0.0195,0.2722,1378,-0.0014,0.0334,272624,-0.0273,0.0455,71,-0.007,0.2368,0.5106,0.0523,-0.456,0
202301,21980,"Fallon, NV",847,354993,-0.0084,-0.0334,57,-0.24,1.375,76,0.2708,1.1181,14,-0.125,-0.5625,0,,,18,-0.25,0.5,35,0.0781,-0.266,221,-0.0179,-0.0195,1621,-0.0092,0.0519,388849,-0.0051,-0.0012,90,-0.1636,0.2971,0.6053,0.1786,-1.3531,1
202301,43340,"Shreveport-Bossier City, LA",136,229000,0,0.3879,810,-0.0609,0.2768,78,0.1387,0.0833,398,0.4214,-0.0787,12,0,0,224,0.1667,0.3333,382,-0.0065,-0.3867,117,0.0061,0.1904,1835,0.0005,0.0791,281798,0.0047,0.1652,1182,-0.0502,-0.0533,0.4713,0.0258,-0.5098,0
202301,35060,"Natchitoches, LA",720,235375,0.1208,0.2624,53,0.0816,0.0816,72,0.2119,-0.2186,24,0.5,0.2,0,,,2,,-0.75,19,0.5417,-0.5,118,0.0008,0.0684,2024,0.0654,0.0983,262321,0.0374,0.1155,71,0.1949,-0.1607,0.3491,0.1042,-0.406,0
202301,16380,"Celina, OH",678,193750,-0.1385,-0.0064,25,-0.0385,-0.2188,78,0.1223,0.2581,14,0.75,-0.3,0,,,6,-0.25,,19,-0.2292,-0.0263,135,-0.0101,0.0049,1707,-0.0057,0.1199,230734,-0.0347,-0.0752,42,-0.1863,-0.1863,0.74,-0.1831,0.1463,0
202301,32740,"Meadville, PA",429,164575,-0.0596,0.1926,92,-0.1068,0,106,0.3622,0.2074,30,0.5,-0.1667,0,,,28,2.5,6,56,-0.0431,-0.1591,101,0.0207,0.015,1479,-0.0371,-0.1058,265544,-0.0023,0.2897,143,-0.128,-0.0892,0.6033,0.0402,-0.1141,0
202301,41740,"San Diego-Chula Vista-Carlsbad, CA",19,899500,0.0006,0.071,2660,-0.1741,0.7921,55,-0.0179,0.3095,2038,0.5164,-0.2441,90,0.125,-0.7414,730,-0.1098,1.9918,1694,-0.0557,-0.3439,547,0.0072,0.0232,1691,-0.0054,0.0328,1555230,0.0529,-0.1301,4347,-0.1323,0.1095,0.637,0.0798,-1.1029,1
202301,13380,"Bellingham, WA",196,603450,-0.0091,0.0315,375,-0.2004,2.125,83,0.2132,0.65,152,0.1875,0.1176,2,-0.5,-0.5,92,0.2105,4.75,178,0.0659,-0.0777,341,0,-0.0067,1838,-0.0196,0.0804,810908,0.0041,-0.0852,556,-0.1244,0.7764,0.4747,0.1186,-1.1337,1
202301,41460,"Salina, KS",520,204000,0.1333,0.8716,66,-0.1027,0.3367,67,0.1754,-0.0429,46,0.2778,0.15,0,,,22,0.8333,1.75,56,0.1563,-0.1462,148,0.1823,0.5551,1435,0.0524,0.2544,253069,0.1276,0.0463,122,-0.0469,0.0339,0.8473,0.1898,-0.4792,1
202301,13100,"Beatrice, NE",860,252425,0.022,0.6391,37,-0.131,1.0278,77,0.2875,0.4045,20,0.6667,0.6667,0,,,6,0.5,0.5,17,0.0625,-0.3462,129,0.1455,0.2745,1704,-0.1196,0.1387,271321,0.0053,0.4391,55,-0.0439,0.2674,0.4658,0.0848,-0.9787,1
202301,40460,"Rockingham, NC",643,192950,-0.025,0.2067,51,-0.0192,0.7,59,0.152,0.0682,26,0.3,-0.2778,0,,,18,1.25,1.25,27,-0.0185,-0.197,127,-0.008,0.0815,1573,-0.0257,0.0804,214033,-0.0197,0.0156,78,0,0.2581,0.5196,0.0004,-0.5804,0
202301,10300,"Adrian, MI",400,248950,0.046,0.3838,161,-0.0852,0.3879,84,0.1284,-0.2196,80,1.2222,0.3333,0,,-1,44,-0.1538,1.2,95,-0.133,-0.2731,136,-0.0033,0.156,1723,0.0017,0.0702,289197,0.0032,0.0706,256,-0.0907,0.0179,0.587,-0.0324,-0.5337,0
202301,35580,"New Ulm, MN",835,241150,0.2064,0.4194,23,0.2105,0.2105,70,0.0294,-0.1813,6,0.5,-0.5,0,,,6,,0.5,8,-0.4286,-0.5,118,0.2398,0.4046,1776,-0.1494,-0.1147,242652,0,-0.1649,30,-0.0909,-0.1429,0.3478,-0.389,-0.4943,0
202301,45700,"Tifton, GA",705,276500,0,0.2051,64,0.0159,0.6842,87,0.322,0.983,18,0.125,-0.5,0,,,12,0.5,,7,0.1667,-0.3,135,-0.0027,0.1805,2086,0,0.0632,348494,0.0152,0.3648,70,0.0448,0.5217,0.1094,0.0141,-0.1538,1
202301,41400,"Salem, OH",385,134850,0.0377,0.1736,130,-0.148,0.0702,90,0.374,0.0976,64,0.7778,0.4545,0,,-1,38,-0.1364,0.5833,85,-0.0449,-0.1827,95,0.0136,0.0943,1473,0.0159,0.0034,183558,0.0072,-0.0379,215,-0.1209,-0.0338,0.6564,0.0708,-0.2031,0
202301,45020,"Sweetwater, TX",918,147750,-0.0143,0.0844,44,-0.1698,0.5714,104,0.04,-0.0545,16,3,1,0,,,2,-0.5,-0.75,15,0.3182,-0.275,91,0.002,0.2008,1654,-0.0358,-0.1354,205257,0.0126,0.3369,61,-0.0397,0.3152,0.3295,0.122,-0.3847,1
202301,20540,"Dyersburg, TN",739,248450,0.0049,1.9229,68,-0.0493,0.4063,82,-0.0734,0.2615,28,6,0.1667,0,,,8,-0.3333,-0.3333,28,0.3095,-0.2763,119,-0.0228,0.7173,2025,0.0015,0.4547,255585,-0.0234,0.8913,94,0.033,0.0805,0.4074,0.1116,-0.3843,1
202301,26860,"Indiana, PA",426,137235,-0.019,0.0806,84,-0.0924,-0.2477,105,0.1932,-0.0278,26,1.1667,0.0833,0,,,14,-0.125,0.1667,43,-0.1731,-0.2456,93,-0.0027,0.1525,1546,0.0874,-0.0117,182132,0.0138,0.0268,127,-0.1181,-0.244,0.515,-0.0502,0.0015,0
202301,36837,"Ottawa, IL",284,164950,-0.0407,0.1786,233,-0.1073,-0.0717,87,0.1871,0.1331,78,0.0833,-0.1875,2,,,60,0.1538,0.1538,95,-0.1667,-0.3871,109,-0.0285,0.1146,1583,0.0006,0.0477,272080,0.005,0.3167,327,-0.1257,-0.1679,0.4077,-0.0291,-0.2098,0
202301,38240,"Pinehurst-Southern Pines, NC",359,441798,-0.0072,0.1073,324,-0.0938,1.2007,88,0.125,0.5129,142,0.3654,0.0441,8,1,0,54,0.2273,2.375,255,-0.0377,-0.3342,190,0.01,0.0754,2449,-0.0205,0.025,552151,-0.0182,-0.0843,579,-0.0547,0.104,0.7883,0.046,-1.8172,1
202301,34900,"Napa, CA",337,1200000,-0.04,-0.1997,179,-0.1849,0.3837,109,0.101,0.0739,84,0.9091,0.2353,0,-1,,30,0.5,0.875,43,-0.2321,-0.4487,716,-0.0216,-0.0975,2090,0.0047,0.0169,2933479,0.0088,-0.0606,220,-0.2018,0.0655,0.2409,-0.0148,-0.3638,1
202301,23240,"Fredericksburg, TX",800,696000,-0.0029,-0.2817,186,0,1.325,94,0.0417,-0.0234,60,1.5,0.5,0,,,34,1.125,3.25,28,0.037,-0.6923,420,0.0316,0.1501,2029,0.0002,-0.1792,1279615,0.0117,-0.1505,209,-0.0234,0.2294,0.1505,0.0054,-0.987,1
202301,28500,"Kerrville, TX",551,535950,-0.0073,0.0613,215,-0.0851,0.5357,84,0.1133,0,72,0.0588,0.5,0,,,48,0.7143,0.7143,66,0.31,0.0917,240,0.0068,0.0449,2127,-0.0025,-0.0138,826259,0.0163,-0.0563,274,-0.0336,0.4026,0.3047,0.0919,-0.1239,0
202301,31940,"Marinette, WI-MI",477,198675,0.0798,0.2519,112,-0.2363,0.3434,88,0.2222,0.121,34,-0.15,0.0625,0,,,18,-0.1,1.25,50,-0.2424,-0.0196,121,-0.0157,0.0463,1613,0.0971,0.0684,255251,0.0726,-0.1743,161,-0.237,0.2015,0.4484,-0.0036,-0.166,0
202301,45380,"Taylorville, IL",772,92400,0.0278,0.2336,54,-0.0614,0.0288,79,0.2008,-0.1478,30,0.5,0.5,0,,,10,-0.5,-0.375,34,0.0806,0.2885,70,-0.0724,0.0775,1484,0.0254,0.2365,126531,-0.0859,0.2904,89,0.0114,0.1558,0.6262,0.0823,0.1262,0
202301,17500,"Clewiston, FL",764,341850,-0.0226,0.151,167,0.0774,0.7766,89,0.0351,0.3308,150,3.1667,1.3438,6,,-0.7,54,0.2273,3.5,64,0.3229,-0.2701,216,-0.0143,0.0554,1536,-0.0065,0.0542,422611,-0.0444,-0.1012,227,0.1325,0.2583,0.3802,0.0706,-0.5453,1
202301,12700,"Barnstable Town, MA",192,799475,0.066,-0.0533,564,-0.1821,0.4486,87,0.1689,-0.152,266,0.1667,-0.1474,4,0,-0.8333,100,0.1364,1.2727,421,-0.1258,-0.3072,503,0.0485,0.0494,1822,-0.0036,-0.0138,1442695,0.0236,-0.1092,977,-0.157,0.0083,0.7462,0.0481,-0.8142,0
202301,43060,"Shawnee, OK",485,228700,0.0615,0.0662,163,-0.1022,0.6089,73,0.1587,0.058,62,-0.1389,-0.2619,0,,,62,-0.1389,0.7222,88,0.0294,-0.2325,132,0.055,0.0925,1702,0.0432,0.0265,263381,0.055,-0.051,253,-0.0578,0.0884,0.5385,0.0688,-0.5903,0
202301,41220,"St. Marys, GA",579,369450,0.0484,0.0806,154,-0.1328,0.4083,75,0.2458,0.3348,98,0.4412,-0.0926,2,,-0.9167,34,-0.15,1.8333,113,0.1139,-0.4347,177,0.0064,0.0723,1995,-0.0121,-0.05,415340,0.027,-0.0357,264,-0.0418,-0.1332,0.7329,0.1623,-1.0928,1
202301,16060,"Carbondale-Marion, IL",298,128950,0.0441,0.4328,288,-0.0605,-0.012,89,0.1959,0.2378,88,-0.0435,-0.4359,0,-1,,52,0.0833,0.1818,142,-0.1341,-0.2366,85,0.0427,0.2189,1559,0.0148,0.1169,218374,0.0159,0.2382,430,-0.1023,-0.0947,0.4939,-0.042,-0.1453,0
202301,21840,"Fairfield, IA",894,205000,-0.0097,-0.0889,41,-0.0465,-0.1458,64,-0.1199,0.0798,14,0.1667,0.75,0,,,6,0.5,0.5,13,0.1364,0.25,139,-0.025,0.0755,1608,-0.0198,0.0097,318346,0.0735,0.256,53,0,-0.0862,0.3049,0.0491,0.0965,1
202301,39980,"Richmond, IN",496,143050,-0.0031,0.3942,103,-0.176,0.2118,68,0.193,0.36,60,0.5,0.0714,0,,,30,0.5,0.875,60,-0.0703,-0.2917,102,0.0596,0.2869,1575,0.0143,0.0523,177975,0.0278,0.2513,162,-0.1718,-0.0444,0.5777,0.0657,-0.4106,0
202301,12860,"Batavia, NY",527,177400,0.014,-0.0139,28,-0.1765,0.0769,50,-0.1348,-0.0955,24,2,-0.4,0,,,10,1.5,1.5,31,-0.0469,-0.3776,106,-0.0062,-0.0405,1520,-0.0541,-0.0777,201208,0.0099,-0.2058,60,-0.1176,-0.2105,1.0893,0.1481,-0.7953,0
202301,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",7,562500,0.0135,0.125,6940,-0.1701,0.3454,64,0.114,0.2959,5334,0.451,-0.1098,314,0.1894,-0.4472,2046,0.0525,1.2047,5520,-0.0783,-0.252,293,0.0164,-0.0247,1906,-0.0042,0.1751,835984,0.0344,0.042,12446,-0.132,0.0046,0.7954,0.0792,-0.6353,0
202301,34220,"Moultrie, GA",684,271000,0.0851,0.3223,38,-0.5253,-0.0854,77,0.1079,0.8333,14,-0.3,-0.5625,0,,,8,-0.3333,-0.3333,33,2.25,3.0625,132,0.1581,0.3123,2157,0.0872,0.1845,297642,0.1812,0.1782,71,-0.1989,0.4388,0.8667,0.7401,0.6715,1
202301,30140,"Lebanon, PA",296,389875,0.0639,0.4445,101,-0.0946,0.2407,91,0.3285,0.3788,98,1.0417,0.0652,12,2,-0.25,16,-0.3333,0.3333,106,-0.1758,-0.4358,186,0.0745,0.187,1938,0.0075,0.132,385296,0.0515,0.1629,206,-0.1381,-0.237,1.0498,-0.1034,-1.2589,1
202301,43300,"Sherman-Denison, TX",308,342000,-0.0474,-0.0388,531,-0.0668,1.8095,72,0.1349,0.4592,266,0.3571,0.2788,12,0.5,-0.8235,216,0.1739,5,223,-0.154,-0.2959,187,-0.0162,0.0418,1859,-0.028,-0.0252,455277,-0.0422,0.0615,754,-0.0987,0.507,0.419,-0.0432,-1.2529,1
202301,45620,"Thomasville, GA",634,290500,0.0379,0.105,105,-0.0752,0.1117,95,0.0618,0.26,50,0.7857,-0.1071,0,,,14,-0.4167,-0.125,34,0.0968,-0.5072,159,0.0337,0.0625,1985,0.095,0.0313,388390,0.0386,-0.0419,136,-0.0355,-0.1707,0.3254,0.051,-0.4087,0
202301,13940,"Blackfoot, ID",681,414975,-0.0118,-0.13,86,-0.05,1.5147,88,0.1076,0.3566,46,0.6429,0.4375,0,,-1,16,-0.2,3,13,0.5625,0.1364,170,0.032,-0.0704,2536,-0.0307,-0.0521,474100,0.0208,-0.1266,97,-0.0253,1.2976,0.1462,0.0573,-0.1773,1
202301,15820,"Campbellsville, KY",726,213650,-0.0546,0.0399,71,-0.2253,0.1949,84,-0.125,0.1831,26,2.25,0.0833,0,,,12,0,0.5,16,-0.2,-0.5152,126,0.0266,0.0217,1527,-0.1018,0.0262,274252,-0.0653,-0.007,88,-0.2,-0.0112,0.227,0.0072,-0.3324,0
202301,47220,"Vineland-Bridgeton, NJ",324,237450,-0.0106,0.1932,261,-0.1182,0.125,76,0.1014,0.0704,126,0.575,0.05,6,,-0.5,64,0.3333,1,158,0.0096,-0.2873,161,0.0258,0.1777,1460,-0.0132,0.0425,385023,0.0239,0.0101,417,-0.0744,-0.0724,0.6034,0.0764,-0.3491,0
202301,43760,"Sonora, CA",554,429950,-0.0228,-0.1274,199,-0.1898,0.563,106,0.2213,0.2355,48,0.3333,-0.3684,0,,,50,0.1364,1.5,62,-0.1908,-0.4744,263,0.0016,-0.0022,1664,-0.0331,-0.1191,543852,0.0056,-0.1349,260,-0.1891,0.0592,0.3098,-0.0004,-0.6114,1
202301,21900,"Fairmont, WV",528,139975,-0.1197,-0.0964,105,-0.087,0.4583,80,0.0966,-0.0305,52,1.1667,0.3,0,,,34,-0.15,1.125,64,-0.0303,-0.2195,98,-0.0392,0.0363,1609,0.0268,-0.0558,193072,0.0355,0.1403,169,-0.1011,0.1046,0.6095,0.0356,-0.5294,0
202301,32540,"McAlester, OK",662,220975,-0.02,0.3854,136,-0.0556,0.5111,90,-0.0553,0.3808,40,0,0,2,,,28,1.3333,1.3333,48,-0.0686,-0.3493,125,0.0073,0.2965,1855,0.0204,0.1741,346251,0.0177,0.514,180,-0.0722,0.1043,0.3493,-0.0049,-0.4618,0
202301,11420,"Angola, IN",755,333725,0.0116,0.0605,65,-0.1284,0.5732,77,0.0887,0.066,22,0.1,-0.2143,0,,,12,0,0,11,-0.0455,-0.25,185,0.0211,-0.0096,1950,0.0188,0.0627,514594,0.0005,0.1173,77,-0.1105,0.4167,0.1628,0.0141,-0.1787,0
202301,37060,"Oxford, MS",552,475000,-0.0404,0.0557,133,0.1042,0.2269,80,-0.0031,-0.1039,104,1.3636,0.3,10,,-0.5,16,0,3,246,-0.0752,0.1081,215,0.0012,0.1463,2143,-0.088,0.0491,553417,-0.0525,-0.0732,383,-0.0026,0.1502,1.8566,-0.3601,-0.199,0
202301,47620,"Warren, PA",659,140075,0.0187,0.0013,49,-0.0755,0.6897,91,0.1406,0.0863,16,0.3333,1,0,,,10,0.25,,24,-0.06,-0.5104,91,-0.0078,0.0605,1632,-0.0204,0.0591,179289,-0.0705,-0.0405,74,-0.0577,-0.0455,0.4796,0.0079,-1.1756,1
202301,24780,"Greenville, NC",230,343250,0.0099,0.3204,256,-0.0285,1.4567,81,0.3105,0.1607,168,0.4,0.2,2,-0.5,-0.8333,72,1,2,235,-0.0524,-0.4036,156,0.007,0.1927,2157,0.0012,0.1314,387758,0.0229,0.2468,491,-0.0391,-0.0335,0.9198,-0.0232,-2.8687,1
202301,49080,"Winnemucca, NV",912,450000,0.0405,0.3196,41,-0.1,1.3824,148,0.2313,1.711,14,,0.1667,0,,,8,0,0,11,0.3125,-0.3438,209,0.0589,-0.0256,1933,0,0.0878,441671,0.0106,-0.2199,52,-0.0189,0.5758,0.2593,0.0815,-0.6819,1
202301,15500,"Burlington, NC",256,353968,0.0142,0.0574,314,0.0162,1.3088,65,0.2286,0.2772,208,0.1304,0.4444,4,-0.5,-0.75,100,-0.2188,7.3333,231,-0.0065,0.0573,174,0.0077,0.0657,1967,0.0189,-0.0294,366298,0.0097,-0.0296,542,-0.0028,0.5384,0.7341,-0.0167,-0.8689,0
202301,31060,"Los Alamos, NM",873,665000,-0.05,0.3571,10,0.0556,0.1875,41,0,1.7333,14,0.75,-0.3,0,,,0,,,11,-0.5435,-0.7,300,0.0192,0.2957,2293,0.0043,0.1963,668584,-0.0349,0.3598,20,-0.3939,-0.5455,1.1053,-1.4503,-3.2697,1
202301,35420,"New Philadelphia-Dover, OH",407,193950,-0.0298,0.3385,69,-0.1646,0.2685,54,0.1685,-0.057,50,0.25,0.0417,0,,,22,-0.0833,0.375,67,-0.2176,-0.3544,101,-0.0714,0.002,1677,-0.0115,0.0161,245661,-0.0432,0.1446,134,-0.1976,-0.1465,0.9708,-0.0658,-0.9366,0
202301,19860,"Dickinson, ND",711,254250,-0.0406,0.211,128,-0.0827,0.2379,107,0.1349,-0.1555,34,3.25,0.4167,0,,,18,-0.25,-0.25,34,-0.0429,-0.3679,128,-0.0019,0.2394,2163,-0.0012,0.1432,300142,-0.0045,0.3373,161,-0.0723,-0.0331,0.2627,0.0109,-0.2518,0
202301,10100,"Aberdeen, SD",626,202113,0.0111,-0.1867,34,-0.2024,0.0469,69,-0.0743,0.3431,20,0.25,-0.1667,0,,,2,-0.5,-0.5,0,-1,,98,-0.0067,0.0408,2216,0.0353,-0.1336,262953,0.0127,-0.0547,34,-0.2209,0.0469,0,-0.0238,,1
202301,13500,"Bennettsville, SC",864,152450,0.0201,0.1128,26,-0.037,0.3,65,-0.2353,-0.0845,8,0,,0,,,2,,,3,1.5,,85,0.0868,0.1103,1728,-0.0246,0.0787,190373,0.0016,0.195,28,0.0185,0.375,0.0962,0.0591,,0
